Bait	Prey	PreyGene.x	Spec	SpecSum	AvgSpec	NumReplicates.x	ctrlCounts	AvgP.x	MaxP.x	TopoAvgP.x	TopoMaxP.x	SaintScore.x	logOddsScore	FoldChange.x	BFDR.x	boosted_by.x
SMARCA4	Q9BWF3	RBM4_HUMAN	9|7|9|9	34	8.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	85.0	0.0	
SMARCA4	Q9BXY0	MAK16_HUMAN	12|12|12|7	43	10.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	107.5	0.0	
SMARCA4	Q9BY77	PDIP3_HUMAN	5|7|4|6	22	5.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	55.0	0.0	
SMARCA4	Q9BYG3	MK67I_HUMAN	13|18|10|16	57	14.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.8	142.5	0.0	
SMARCA4	Q9BYN8	RT26_HUMAN	6|5|3|5	19	4.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	47.5	0.0	
SMARCA4	Q9BZE4	GTPB4_HUMAN	51|48|48|54	201	50.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	75.35	502.5	0.0	
SMARCA4	Q9BZI7	REN3B_HUMAN	5|3|6|4	18	4.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	45.0	0.0	
SMARCA4	Q9GZL7	WDR12_HUMAN	12|14|8|18	52	13.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.69	130.0	0.0	
SMARCA4	Q9GZR2	REXO4_HUMAN	10|6|6|8	30	7.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.51	75.0	0.0	
SMARCA4	Q9GZR7	DDX24_HUMAN	16|18|19|21	74	18.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	28.87	185.0	0.0	
SMARCA4	Q9GZS1	RPA49_HUMAN	3|3|3|6	15	3.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	37.5	0.0	
SMARCA4	Q9H0A0	NAT10_HUMAN	72|77|72|83	304	76.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	109.61	760.0	0.0	
SMARCA4	Q9H0D6	XRN2_HUMAN	9|8|10|10	37	9.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.69	92.5	0.0	
SMARCA4	Q9H0S4	DDX47_HUMAN	15|21|19|21	76	19.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	27.38	190.0	0.0	
SMARCA4	Q9H2P0	ADNP_HUMAN	12|19|13|14	58	14.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.86	145.0	0.0	
SMARCA4	Q9H307	PININ_HUMAN	25|21|20|17	83	20.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	30.36	207.5	0.0	
SMARCA4	Q9H4L4	SENP3_HUMAN	2|4|3|4	13	3.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	32.5	0.0	
SMARCA4	Q9H583	HEAT1_HUMAN	15|27|16|25	83	20.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	27.38	207.5	0.0	
SMARCA4	Q9H6F5	CCD86_HUMAN	5|7|4|2	18	4.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	45.0	0.0	
SMARCA4	Q9H6R4	NOL6_HUMAN	24|24|16|23	87	21.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	28.87	217.5	0.0	
SMARCA4	Q9H7B2	RPF2_HUMAN	19|23|16|19	77	19.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	28.87	192.5	0.0	
SMARCA4	Q9H8H0	NOL11_HUMAN	11|11|9|7	38	9.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	95.0	0.0	
SMARCA4	Q9H8H2	DDX31_HUMAN	8|8|7|9	32	8.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	80.0	0.0	
SMARCA4	Q9H8M2	BRD9_HUMAN	4|10|7|4	25	6.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	62.5	0.0	
SMARCA4	Q9H9Y2	RPF1_HUMAN	5|5|4|8	22	5.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	55.0	0.0	
SMARCA4	Q9HCE1	MOV10_HUMAN	7|11|7|7	32	8.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	80.0	0.0	
SMARCA4	Q9HCY8	S10AE_HUMAN	4|3|2|2	11	2.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	27.5	0.0	
SMARCA4	Q9NPE3	NOP10_HUMAN	6|8|5|9	28	7.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	70.0	0.0	
SMARCA4	Q9NPI1	BRD7_HUMAN	66|63|54|51	234	58.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	79.64	585.0	0.0	
SMARCA4	Q9NQ55	SSF1_HUMAN	32|24|28|29	113	28.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	40.67	282.5	0.0	
SMARCA4	Q9NQZ2	SAS10_HUMAN	10|11|5|10	36	9.0	4	0|0|0|0|0|0|0|1	1.0	1.0	1.0	1.0	1.0	11.41	72.0	0.0	
SMARCA4	Q9NR30	DDX21_HUMAN	88|93|75|88	344	86.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	113.88	860.0	0.0	
SMARCA4	Q9NRL2	BAZ1A_HUMAN	2|5|4|6	17	4.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	42.5	0.0	
SMARCA4	Q9NS86	LANC2_HUMAN	20|29|31|34	114	28.5	4	0|2|1|5|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.43	28.5	0.0	
SMARCA4	Q9NUQ6	SPS2L_HUMAN	6|5|6|6	23	5.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	57.5	0.0	
SMARCA4	Q9NV06	DCA13_HUMAN	7|9|6|7	29	7.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.51	72.5	0.0	
SMARCA4	Q9NV31	IMP3_HUMAN	5|6|7|5	23	5.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	57.5	0.0	
SMARCA4	Q9NVI7	ATD3A_HUMAN	5|7|9|11	32	8.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	80.0	0.0	
SMARCA4	Q9NVN8	GNL3L_HUMAN	3|3|6|2	14	3.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	35.0	0.0	
SMARCA4	Q9NVP1	DDX18_HUMAN	38|42|44|46	170	42.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	60.98	425.0	0.0	
SMARCA4	Q9NW13	RBM28_HUMAN	35|40|25|33	133	33.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	42.13	332.5	0.0	
SMARCA4	Q9NWH9	SLTM_HUMAN	4|5|2|4	15	3.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	37.5	0.0	
SMARCA4	Q9NWT1	PK1IP_HUMAN	18|24|17|17	76	19.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	30.36	190.0	0.0	
SMARCA4	Q9NX24	NHP2_HUMAN	11|11|6|5	33	8.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	82.5	0.0	
SMARCA4	Q9NX58	LYAR_HUMAN	5|6|6|5	22	5.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	55.0	0.0	
SMARCA4	Q9NXF1	TEX10_HUMAN	5|6|7|12	30	7.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	75.0	0.0	
SMARCA4	Q9NY12	GAR1_HUMAN	8|7|8|4	27	6.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	67.5	0.0	
SMARCA4	Q9NY61	AATF_HUMAN	21|24|21|17	83	20.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	30.36	207.5	0.0	
SMARCA4	Q9NY93	DDX56_HUMAN	22|30|23|36	111	27.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	37.74	277.5	0.0	
SMARCA4	Q9NYF8	BCLF1_HUMAN	23|26|22|19	90	22.5	4	0|0|1|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	32.81	180.0	0.0	
SMARCA4	Q9NYH9	UTP6_HUMAN	4|6|2|5	17	4.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	42.5	0.0	
SMARCA4	Q9NYL9	TMOD3_HUMAN	26|23|29|27	105	26.25	4	4|2|7|6|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.78	11.05	0.0	
SMARCA4	Q9NZ01	TECR_HUMAN	15|18|22|23	78	19.5	4	3|3|5|3|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.79	11.14	0.0	
SMARCA4	Q9NZB2	F120A_HUMAN	5|8|6|4	23	5.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	57.5	0.0	
SMARCA4	Q9NZM5	NOP53_HUMAN	11|10|8|10	39	9.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.69	97.5	0.0	
SMARCA4	Q9P0J6	RM36_HUMAN	2|3|2|2	9	2.25	4	1|0|2|0|0|0|0|0	0.99	1.0	0.99	1.0	0.99	4.1	6.0	0.0	
SMARCA4	Q9P0L0	VAPA_HUMAN	5|5|7|8	25	6.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	62.5	0.0	
SMARCA4	Q9P0M6	H2AW_HUMAN	7|5|2|6	20	5.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	50.0	0.0	
SMARCA4	Q9P206	K1522_HUMAN	2|3|2|2	9	2.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	22.5	0.0	
SMARCA4	Q9P2E9	RRBP1_HUMAN	10|12|26|5	53	13.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	132.5	0.0	
SMARCA4	Q9UBB5	MBD2_HUMAN	6|10|2|3	21	5.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	52.5	0.0	
SMARCA4	Q9UBM7	DHCR7_HUMAN	4|5|6|3	18	4.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	45.0	0.0	
SMARCA4	Q9UG63	ABCF2_HUMAN	6|2|9|9	26	6.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	65.0	0.0	
SMARCA4	Q9UGY1	NOL12_HUMAN	7|6|3|6	22	5.5	4	0|0|0|0|0|0|6|4	0.98	0.99	0.98	0.99	0.98	2.94	4.4	0.0	
SMARCA4	Q9UHA3	RLP24_HUMAN	3|2|2|2	9	2.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	22.5	0.0	
SMARCA4	Q9UHB6	LIMA1_HUMAN	55|74|70|74	273	68.25	4	3|4|41|17|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	8.4	0.0	
SMARCA4	Q9UHX1	PUF60_HUMAN	4|6|7|5	22	5.5	4	4|0|0|0|2|1|0|1	0.99	1.0	0.99	1.0	0.99	4.13	5.5	0.0	
SMARCA4	Q9UIG0	BAZ1B_HUMAN	9|12|3|17	41	10.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	102.5	0.0	
SMARCA4	Q9UJV9	DDX41_HUMAN	16|15|14|15	60	15.0	4	0|2|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.62	60.0	0.0	
SMARCA4	Q9UKD2	MRT4_HUMAN	10|8|8|9	35	8.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.69	87.5	0.0	
SMARCA4	Q9UKM9	RALY_HUMAN	15|13|12|13	53	13.25	4	0|0|0|1|0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.35	106.0	0.0	
SMARCA4	Q9ULV0	MYO5B_HUMAN	2|9|8|12	31	7.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	77.5	0.0	
SMARCA4	Q9ULX6	AKP8L_HUMAN	6|12|5|6	29	7.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	72.5	0.0	
SMARCA4	Q9UM00	TMCO1_HUMAN	4|2|2|5	13	3.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	32.5	0.0	
SMARCA4	Q9UM54	MYO6_HUMAN	74|99|102|107	382	95.5	4	23|10|55|31|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.37	6.42	0.0	
SMARCA4	Q9UMS4	PRP19_HUMAN	35|32|28|26	121	30.25	4	0|0|1|0|0|0|0|1	1.0	1.0	1.0	1.0	1.0	40.93	121.0	0.0	
SMARCA4	Q9UMY1	NOL7_HUMAN	12|8|5|10	35	8.75	4	0|0|0|0|0|0|1|1	1.0	1.0	1.0	1.0	1.0	9.61	35.0	0.0	
SMARCA4	Q9UN86	G3BP2_HUMAN	58|43|42|46	189	47.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	66.74	472.5	0.0	
SMARCA4	Q9UNQ2	DIM1_HUMAN	5|2|5|3	15	3.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	37.5	0.0	
SMARCA4	Q9UNX4	WDR3_HUMAN	19|23|20|23	85	21.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	33.32	212.5	0.0	
SMARCA4	Q9UQ35	SRRM2_HUMAN	13|7|7|8	35	8.75	4	0|2|2|2|0|1|0|2	1.0	1.0	1.0	1.0	1.0	7.56	7.78	0.0	
SMARCA4	Q9Y221	NIP7_HUMAN	9|10|9|11	39	9.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	18.25	97.5	0.0	
SMARCA4	Q9Y224	RTRAF_HUMAN	8|7|8|12	35	8.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	87.5	0.0	
SMARCA4	Q9Y265	RUVB1_HUMAN	4|5|2|7	18	4.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	45.0	0.0	
SMARCA4	Q9Y291	RT33_HUMAN	4|4|4|5	17	4.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	42.5	0.0	
SMARCA4	Q9Y2R4	DDX52_HUMAN	7|11|6|9	33	8.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.51	82.5	0.0	
SMARCA4	Q9Y2R5	RT17_HUMAN	4|4|2|3	13	3.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	32.5	0.0	
SMARCA4	Q9Y2R9	RT07_HUMAN	12|14|9|15	50	12.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	18.25	125.0	0.0	
SMARCA4	Q9Y2W1	TR150_HUMAN	22|14|19|17	72	18.0	4	2|1|0|3|0|0|0|0	1.0	1.0	1.0	1.0	1.0	12.2	24.0	0.0	
SMARCA4	Q9Y2X3	NOP58_HUMAN	48|51|46|45	190	47.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	71.04	475.0	0.0	
SMARCA4	Q9Y324	FCF1_HUMAN	7|9|6|6	28	7.0	4	2|2|1|2|0|0|1|3	1.0	1.0	1.0	1.0	1.0	5.62	5.09	0.0	
SMARCA4	Q9Y388	RBMX2_HUMAN	5|4|3|5	17	4.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	42.5	0.0	
SMARCA4	Q9Y399	RT02_HUMAN	7|6|8|7	28	7.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.51	70.0	0.0	
SMARCA4	Q9Y3A4	RRP7A_HUMAN	4|5|5|4	18	4.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	45.0	0.0	
SMARCA4	Q9Y3B4	SF3B6_HUMAN	3|5|3|3	14	3.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	35.0	0.0	
SMARCA4	Q9Y3B7	RM11_HUMAN	17|11|11|11	50	12.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	21.33	125.0	0.0	
SMARCA4	Q9Y3B9	RRP15_HUMAN	14|14|14|14	56	14.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.88	140.0	0.0	
SMARCA4	Q9Y3C1	NOP16_HUMAN	15|18|10|13	56	14.0	4	1|2|2|3|0|0|0|1	1.0	1.0	1.0	1.0	1.0	12.79	12.44	0.0	
SMARCA4	Q9Y3D3	RT16_HUMAN	4|3|3|4	14	3.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	35.0	0.0	
SMARCA4	Q9Y3D9	RT23_HUMAN	8|6|7|10	31	7.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.51	77.5	0.0	
SMARCA4	Q9Y3I0	RTCB_HUMAN	9|7|9|10	35	8.75	4	0|0|0|1|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.63	70.0	0.0	
SMARCA4	Q9Y3T9	NOC2L_HUMAN	8|9|7|8	32	8.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	15.11	80.0	0.0	
SMARCA4	Q9Y3U8	RL36_HUMAN	15|15|13|17	60	15.0	4	7|8|6|6|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.72	4.44	0.0	
SMARCA4	Q9Y3Y2	CHTOP_HUMAN	10|7|8|9	34	8.5	4	0|0|0|1|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.63	68.0	0.0	
SMARCA4	Q9Y490	TLN1_HUMAN	2|2|2|3	9	2.25	4	0|2|1|0|0|0|0|0	0.99	1.0	0.99	1.0	0.99	4.1	6.0	0.0	
SMARCA4	Q9Y4K1	CRBG1_HUMAN	18|21|19|24	82	20.5	4	0|0|1|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	31.33	164.0	0.0	
SMARCA4	Q9Y4P3	TBL2_HUMAN	6|6|3|5	20	5.0	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.45	50.0	0.0	
SMARCA4	Q9Y4W2	LAS1L_HUMAN	4|2|5|2	13	3.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.6	32.5	0.0	
SMARCA4	Q9Y4W6	AFG32_HUMAN	5|3|9|8	25	6.25	4	0|1|2|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.32	16.67	0.0	
SMARCA4	Q9Y5B9	SP16H_HUMAN	41|36|33|41	151	37.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	53.76	377.5	0.0	
SMARCA4	Q9Y5J1	UTP18_HUMAN	19|27|20|29	95	23.75	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	33.32	237.5	0.0	
SMARCA4	Q9Y5S9	RBM8A_HUMAN	6|8|7|4	25	6.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	62.5	0.0	
SMARCA4	Q9Y676	RT18B_HUMAN	5|4|5|4	18	4.5	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.19	45.0	0.0	
SMARCA4	Q9Y6Q5	AP1M2_HUMAN	5|6|7|7	25	6.25	4	0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.87	62.5	0.0	
SMARCA4	O43175	SERA_HUMAN	6|5|5|10	26	6.5	4	4|5|6|2|0|1|2|0	0.83	1.0	0.83	1.0	0.83	0.93	2.6	0.01	
SMARCA4	P04264	K2C1_HUMAN	2|4|4|4	14	3.5	4	2|0|2|2|0|1|2|4	0.79	0.92	0.79	0.92	0.79	-0.4	2.15	0.01	
SMARCA4	P26641	EF1G_HUMAN	7|10|11|11	39	9.75	4	3|8|5|4|1|2|5|2	0.81	0.98	0.81	0.98	0.81	-0.71	2.6	0.01	
SMARCA4	P31151	S10A7_HUMAN	3|2|2|3	10	2.5	4	2|0|0|0|2|0|5|2	0.81	0.9	0.81	0.9	0.81	0.93	1.82	0.01	
SMARCA4	P52701	MSH6_HUMAN	1|5|4|8	18	4.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	45.0	0.01	
SMARCA4	P62266	RS23_HUMAN	17|16|17|13	63	15.75	4	10|11|8|4|3|5|6|1	0.77	0.95	0.77	0.95	0.77	-0.89	2.62	0.01	
SMARCA4	Q07065	CKAP4_HUMAN	5|1|5|7	18	4.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	45.0	0.01	
SMARCA4	Q6SJ93	F111B_HUMAN	4|6|0|4	14	3.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	35.0	0.01	
SMARCA4	Q969Q0	RL36L_HUMAN	3|3|5|4	15	3.75	4	3|1|1|3|1|1|3|0	0.85	0.98	0.85	0.98	0.85	1.11	2.31	0.01	
SMARCA4	Q9BQ67	GRWD1_HUMAN	9|6|1|4	20	5.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	50.0	0.01	
SMARCA4	Q9H444	CHM4B_HUMAN	4|7|6|1	18	4.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	45.0	0.01	
SMARCA4	Q9NX63	MIC19_HUMAN	4|3|2|2	11	2.75	4	2|0|2|2|0|1|2|1	0.84	0.97	0.84	0.97	0.84	1.01	2.2	0.01	
SMARCA4	Q9Y3A2	UTP11_HUMAN	4|5|0|4	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	32.5	0.01	
SMARCA4	O15446	RPA34_HUMAN	3|4|0|3	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	25.0	0.02	
SMARCA4	O60841	IF2P_HUMAN	0|2|6|6	14	3.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	35.0	0.02	
SMARCA4	P16104	H2AX_HUMAN	1|8|2|5	16	4.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	40.0	0.02	
SMARCA4	P42704	LPPRC_HUMAN	6|3|1|9	19	4.75	4	0|0|1|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.26	38.0	0.02	
SMARCA4	P55084	ECHB_HUMAN	3|4|6|1	14	3.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	35.0	0.02	
SMARCA4	P68431	H31_HUMAN	3|5|1|4	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	32.5	0.02	
SMARCA4	P78347	GTF2I_HUMAN	2|0|5|4	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	27.5	0.02	
SMARCA4	Q02241	KIF23_HUMAN	3|3|3|0	9	2.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	22.5	0.02	
SMARCA4	Q02978	M2OM_HUMAN	2|1|4|6	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	32.5	0.02	
SMARCA4	Q12789	TF3C1_HUMAN	1|3|3|5	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.02	
SMARCA4	Q12965	MYO1E_HUMAN	1|2|6|5	14	3.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	35.0	0.02	
SMARCA4	Q13573	SNW1_HUMAN	1|3|4|6	14	3.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	35.0	0.02	
SMARCA4	Q14204	DYHC1_HUMAN	2|0|10|5	17	4.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	42.5	0.02	
SMARCA4	Q14669	TRIPC_HUMAN	2|5|1|7	15	3.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	37.5	0.02	
SMARCA4	Q15084	PDIA6_HUMAN	5|1|3|3	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.02	
SMARCA4	Q15424	SAFB1_HUMAN	4|3|1|3	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	27.5	0.02	
SMARCA4	Q6PD62	CTR9_HUMAN	2|1|5|4	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.02	
SMARCA4	Q8IY17	PLPL6_HUMAN	1|3|4|3	11	2.75	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	27.5	0.02	
SMARCA4	Q96C19	EFHD2_HUMAN	1|4|3|4	12	3.0	4	0|0|1|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.26	24.0	0.02	
SMARCA4	Q9BRJ6	CG050_HUMAN	4|3|1|4	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.02	
SMARCA4	Q9BWT7	CAR10_HUMAN	0|4|2|4	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	25.0	0.02	
SMARCA4	Q9BXP5	SRRT_HUMAN	4|2|0|4	10	2.5	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	25.0	0.02	
SMARCA4	Q9H6W3	RIOX1_HUMAN	4|0|3|6	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	2.06	32.5	0.02	
SMARCA4	Q9NUL3	STAU2_HUMAN	2|4|1|5	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.02	
SMARCA4	Q9UHB9	SRP68_HUMAN	4|2|1|5	12	3.0	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	30.0	0.02	
SMARCA4	Q9Y2P8	RCL1_HUMAN	4|1|3|5	13	3.25	4	0|0|0|0|0|0|0|0	0.75	1.0	0.75	1.0	0.75	4.57	32.5	0.02	
